Sentences,Label_Task,Estimated_hours
Membuat one-hot encoding untuk fitur kategorikal,Pembersihan dan Preprocessing Data,20
Melakukan label encoding pada fitur kategorikal ordinal,Pembersihan dan Preprocessing Data,20
"Mengubah nilai kategorikal yang jarang muncul menjadi kategori ""lainnya""",Pembersihan dan Preprocessing Data,20
Menghapus kolom yang tidak relevan dengan analisis,Pembersihan dan Preprocessing Data,20
Memilih fitur-fitur yang paling penting menggunakan metode seleksi fitur,Pembersihan dan Preprocessing Data,20
Mengurangi dimensi data dengan PCA atau t-SNE,Pembersihan dan Preprocessing Data,20
Mengubah data time-series menjadi format yang sesuai untuk analisis,Pembersihan dan Preprocessing Data,20
Melakukan resampling data time-series ke interval waktu yang diinginkan,Pembersihan dan Preprocessing Data,20
Mengisi nilai yang hilang pada data time-series dengan interpolasi,Pembersihan dan Preprocessing Data,20
Menghilangkan noise dari data time-series dengan smoothing,Pembersihan dan Preprocessing Data,20
"Melakukan dekomposisi data time-series menjadi komponen trend, musiman, dan residu",Pembersihan dan Preprocessing Data,20
Mengubah data spasial ke format yang sesuai untuk analisis,Pembersihan dan Preprocessing Data,20
Menghitung jarak antara titik-titik lokasi geografis,Pembersihan dan Preprocessing Data,20
Membuat visualisasi peta dari data spasial,Pembersihan dan Preprocessing Data,20
Menghapus noise dari data audio,Pembersihan dan Preprocessing Data,20
Melakukan ekstraksi fitur audio seperti MFCC,Pembersihan dan Preprocessing Data,20
Mengubah data audio menjadi format yang sesuai untuk analisis,Pembersihan dan Preprocessing Data,20
Menghapus gambar yang rusak atau tidak valid,Pembersihan dan Preprocessing Data,20
Mengubah ukuran gambar menjadi ukuran yang konsisten,Pembersihan dan Preprocessing Data,20
"Melakukan augmentasi data gambar dengan rotasi, flipping, dll",Pembersihan dan Preprocessing Data,20
Mengubah gambar menjadi grayscale,Pembersihan dan Preprocessing Data,20
Melakukan segmentasi objek pada gambar,Pembersihan dan Preprocessing Data,20
Menghapus data yang tidak konsisten atau tidak valid,Pembersihan dan Preprocessing Data,20
Mengatasi masalah ketidaksesuaian format data,Pembersihan dan Preprocessing Data,20
Menggabungkan data dari beberapa sumber,Pembersihan dan Preprocessing Data,20
"Memisahkan dataset menjadi data latih, validasi, dan uji",Pembersihan dan Preprocessing Data,20
Menghapus data yang tidak diperlukan untuk analisis,Pembersihan dan Preprocessing Data,20
Mengatasi masalah ketidakseimbangan kelas dengan undersampling atau oversampling,Pembersihan dan Preprocessing Data,20
Mengatasi masalah multikolinearitas pada fitur numerik,Pembersihan dan Preprocessing Data,20
Mengatasi masalah heteroskedastisitas pada data,Pembersihan dan Preprocessing Data,20
Melakukan transformasi Box-Cox pada data yang tidak terdistribusi normal,Pembersihan dan Preprocessing Data,20
Mengatasi masalah missing values dengan multiple imputation,Pembersihan dan Preprocessing Data,20
Melakukan encoding fitur kategorikal dengan target encoding,Pembersihan dan Preprocessing Data,20
Melakukan penskalaan fitur numerik dengan StandardScaler,Pembersihan dan Preprocessing Data,20
Mengubah data menjadi format yang sesuai untuk model machine learning,Pembersihan dan Preprocessing Data,20
Menghapus data yang bias atau diskriminatif,Pembersihan dan Preprocessing Data,20
Memvalidasi kualitas data setelah preprocessing,Pembersihan dan Preprocessing Data,20
Mendokumentasikan langkah-langkah preprocessing data,Pembersihan dan Preprocessing Data,20
Membersihkan data pelanggan dari duplikat dan kesalahan entri,Pembersihan dan Preprocessing Data,20
Melakukan imputasi nilai yang hilang pada dataset penjualan,Pembersihan dan Preprocessing Data,20
Mengubah format tanggal dan waktu pada data log website,Pembersihan dan Preprocessing Data,20
Menangani outlier pada data sensor IoT,Pembersihan dan Preprocessing Data,20
"Menggabungkan data dari berbagai sumber (CSV, Excel, database) menjadi satu dataset",Pembersihan dan Preprocessing Data,20
Melakukan normalisasi data numerik untuk analisis lebih lanjut,Pembersihan dan Preprocessing Data,20
Mengubah data kategorikal menjadi bentuk numerik dengan one-hot encoding,Pembersihan dan Preprocessing Data,20
Menghapus stop words dan melakukan stemming/lemmatization pada data teks,Pembersihan dan Preprocessing Data,20
Melakukan tokenisasi pada data teks untuk analisis sentimen,Pembersihan dan Preprocessing Data,20
Mengurangi dimensi data dengan teknik PCA (Principal Component Analysis),Pembersihan dan Preprocessing Data,20
Mengubah data time series menjadi format yang sesuai untuk analisis,Pembersihan dan Preprocessing Data,20
Melakukan feature scaling pada data untuk model machine learning,Pembersihan dan Preprocessing Data,20
Mengatasi ketidakseimbangan kelas pada data klasifikasi,Pembersihan dan Preprocessing Data,20
Menghapus data yang tidak relevan atau tidak diperlukan untuk analisis,Pembersihan dan Preprocessing Data,20
"Melakukan validasi dan koreksi data geografis (latitude, longitude)",Pembersihan dan Preprocessing Data,20
Membersihkan data gambar dari noise dan artefak,Pembersihan dan Preprocessing Data,20
Melakukan segmentasi gambar untuk analisis objek,Pembersihan dan Preprocessing Data,20
Mengubah data audio menjadi format yang sesuai untuk analisis,Pembersihan dan Preprocessing Data,20
Melakukan ekstraksi fitur dari data audio untuk klasifikasi genre musik,Pembersihan dan Preprocessing Data,20
Membersihkan dan memformat data JSON untuk integrasi API,Pembersihan dan Preprocessing Data,20
"Mengatasi missing values dengan strategi mean, median, atau modus pada dataset survey",Pembersihan dan Preprocessing Data,20
Melakukan standarisasi data numerik (z-score scaling) untuk analisis lebih lanjut,Pembersihan dan Preprocessing Data,20
Mengubah format data tanggal dari berbagai sumber menjadi format standar,Pembersihan dan Preprocessing Data,20
Menangani outlier pada data finansial menggunakan metode IQR (Interquartile Range),Pembersihan dan Preprocessing Data,20
Menggabungkan data transaksi dari berbagai cabang toko menjadi satu dataset terpadu,Pembersihan dan Preprocessing Data,20
"Melakukan diskretisasi data numerik (usia, pendapatan) menjadi beberapa kategori",Pembersihan dan Preprocessing Data,20
Mengubah data teks menjadi representasi numerik dengan TF-IDF (Term Frequency-Inverse Document Frequency),Pembersihan dan Preprocessing Data,20
Melakukan parsing dan pembersihan data HTML dari website untuk analisis teks,Pembersihan dan Preprocessing Data,20
Melakukan analisis sentimen pada data review produk dengan menggunakan lexicon-based approach,Pembersihan dan Preprocessing Data,20
Mengurangi dimensi data dengan teknik t-SNE (t-Distributed Stochastic Neighbor Embedding) untuk visualisasi,Pembersihan dan Preprocessing Data,20
"Melakukan dekomposisi data time series (trend, seasonality, residual) untuk analisis lebih lanjut",Pembersihan dan Preprocessing Data,20
Melakukan feature engineering untuk membuat fitur baru yang lebih informatif dari data yang ada,Pembersihan dan Preprocessing Data,20
Mengatasi masalah multikolinearitas pada data regresi dengan menghapus atau menggabungkan fitur,Pembersihan dan Preprocessing Data,20
Menghapus data sensitif (PII) seperti nomor KTP dan informasi pribadi lainnya dari dataset,Pembersihan dan Preprocessing Data,20
Melakukan validasi dan koreksi data alamat menggunakan API geocoding,Pembersihan dan Preprocessing Data,20
Membersihkan data gambar dari blur dan distorsi,Pembersihan dan Preprocessing Data,20
"Melakukan augmentasi data gambar (rotasi, flipping, cropping) untuk meningkatkan performa model",Pembersihan dan Preprocessing Data,20
Mengubah data audio menjadi spektrogram untuk analisis lebih lanjut,Pembersihan dan Preprocessing Data,20
Menghapus noise dari data audio menggunakan teknik spectral subtraction,Pembersihan dan Preprocessing Data,20
Membersihkan dan memvalidasi data XML sebelum diproses lebih lanjut,Pembersihan dan Preprocessing Data,20
Mengatasi masalah ketidakseimbangan kelas pada data dengan teknik oversampling atau undersampling,Pembersihan dan Preprocessing Data,20
Melakukan encoding pada data kategorikal dengan teknik label encoding atau target encoding,Pembersihan dan Preprocessing Data,20
Melakukan imputasi nilai yang hilang pada data time-series menggunakan interpolasi atau metode lainnya,Pembersihan dan Preprocessing Data,20
Membersihkan data log server dari error dan informasi yang tidak relevan,Pembersihan dan Preprocessing Data,20
"Melakukan ekstraksi informasi dari data tidak terstruktur (misalnya, teks bebas) menggunakan teknik NLP",Pembersihan dan Preprocessing Data,20
Mengatasi masalah data yang hilang pada data citra satelit menggunakan interpolasi atau metode lainnya,Pembersihan dan Preprocessing Data,20
"Melakukan segmentasi citra medis (misalnya, MRI) untuk mengisolasi organ atau jaringan tertentu",Pembersihan dan Preprocessing Data,20
Membersihkan dan menormalisasi data EEG (electroencephalogram) untuk analisis sinyal otak,Pembersihan dan Preprocessing Data,20
Melakukan deteksi dan penghapusan outlier pada data genomik,Pembersihan dan Preprocessing Data,20
Mengubah data transaksi finansial menjadi format yang sesuai untuk analisis penipuan,Pembersihan dan Preprocessing Data,20
"Melakukan augmentasi data, seperti rotasi, cropping, dan flipping, untuk meningkatkan variasi dataset dan mencegah overfitting pada model",Pembersihan dan Preprocessing Data,20
"Melakukan augmentasi data, seperti rotasi, cropping, dan flipping, untuk meningkatkan variasi dataset",Pembersihan dan Preprocessing Data,20
"Melakukan feature engineering untuk menciptakan fitur baru yang relevan, seperti jarak ke pusat kota atau fasilitas umum terdekat",Pembersihan dan Preprocessing Data,20
Melakukan normalisasi atau standardisasi fitur numerik untuk memastikan semua fitur memiliki skala yang sama,Pembersihan dan Preprocessing Data,20
Melakukan normalisasi atau standardisasi fitur numerik untuk memastikan semua fitur memiliki skala yang sama,Pembersihan dan Preprocessing Data,20
Melakukan normalisasi atau standardisasi fitur numerik untuk memastikan semua fitur memiliki skala yang sama,Pembersihan dan Preprocessing Data,20
Melakukan normalisasi data rating untuk memastikan skala yang konsisten antara pengguna yang berbeda,Pembersihan dan Preprocessing Data,20
"Melakukan normalisasi teks, seperti penanganan singkatan dan bahasa gaul, untuk meningkatkan akurasi analisis sentimen",Pembersihan dan Preprocessing Data,20
"Melakukan normalisasi teks, seperti penanganan singkatan dan kesalahan penulisan, untuk meningkatkan akurasi analisis sentimen",Pembersihan dan Preprocessing Data,20
Melakukan resize dan normalisasi gambar untuk memastikan konsistensi ukuran dan format,Pembersihan dan Preprocessing Data,20
Melakukan resize dan normalisasi gambar untuk memastikan konsistensi ukuran dan skala warna pada dataset,Pembersihan dan Preprocessing Data,20
Melakukan resize dan normalisasi gambar untuk memastikan konsistensi ukuran dan skala warna pada dataset,Pembersihan dan Preprocessing Data,20
Melakukan stemming atau lemmatization pada kata-kata untuk mendapatkan bentuk dasar kata,Pembersihan dan Preprocessing Data,20
Melakukan stemming atau lemmatization untuk mendapatkan akar kata dari setiap token,Pembersihan dan Preprocessing Data,20
Melakukan tokenisasi teks berita menjadi kata-kata atau frasa yang lebih kecil,Pembersihan dan Preprocessing Data,20
"Melakukan tokenisasi teks email, menghapus stop words, dan melakukan stemming atau lemmatization",Pembersihan dan Preprocessing Data,20
"Melakukan tokenisasi teks review, case folding, dan menghapus stop words dalam bahasa Indonesia",Pembersihan dan Preprocessing Data,20
"Melakukan tokenisasi teks, case folding, dan menghapus stop words dalam bahasa Indonesia",Pembersihan dan Preprocessing Data,20
"Melakukan tokenisasi teks, case folding, dan menghapus stop words untuk mempersiapkan data untuk analisis sentimen",Pembersihan dan Preprocessing Data,20
"Melakukan tokenisasi, case folding, dan menghapus stopwords dari teks tweet",Pembersihan dan Preprocessing Data,20
"Melakukan tokenisasi, stemming, dan lemmatization pada teks berita untuk mendapatkan representasi kata yang lebih baik",Pembersihan dan Preprocessing Data,20
"Melakukan tokenisasi, stemming, dan lemmatization pada teks percakapan untuk mendapatkan bentuk dasar kata",Pembersihan dan Preprocessing Data,20
"Membersihkan data media sosial (Twitter, Instagram) dari noise seperti mention, hashtag, URL, dan karakter khusus",Pembersihan dan Preprocessing Data,20
"Membersihkan data percakapan pelanggan dari informasi sensitif, seperti nomor rekening dan data pribadi",Pembersihan dan Preprocessing Data,20
"Membersihkan data review produk dari karakter khusus, emoji, dan tautan yang tidak relevan",Pembersihan dan Preprocessing Data,20
"Membersihkan data tweet dari karakter spesial, URL, mention, hashtag, dan emoji yang tidak relevan",Pembersihan dan Preprocessing Data,20
Membersihkan dataset gambar dari noise dan artefak yang dapat mengganggu proses deteksi objek,Pembersihan dan Preprocessing Data,20
Membersihkan dataset gambar dari noise dan artefak yang dapat mengganggu proses klasifikasi,Pembersihan dan Preprocessing Data,20
"Membersihkan metadata musik, seperti judul lagu, artis, album, dan genre, dari kesalahan penulisan atau format yang tidak konsisten",Pembersihan dan Preprocessing Data,20
"Membuat representasi numerik dari data musik, seperti vektor genre atau vektor mood, untuk digunakan dalam model rekomendasi",Pembersihan dan Preprocessing Data,20
Menganalisis lirik lagu untuk mengidentifikasi kata-kata kunci yang berkaitan dengan mood atau emosi,Pembersihan dan Preprocessing Data,20
"Mengatasi data duplikat dan inkonsisten pada data properti, seperti perbedaan penulisan alamat atau informasi yang bertentangan",Pembersihan dan Preprocessing Data,20
"Mengatasi masalah sparsity pada data rating, di mana banyak pengguna hanya memberikan rating pada sedikit produk",Pembersihan dan Preprocessing Data,20
"Mengatasi missing values pada data mahasiswa, seperti nilai yang kosong atau data demografis yang tidak lengkap",Pembersihan dan Preprocessing Data,20
Mengekstrak fitur-fitur visual dari gambar menggunakan teknik seperti Histogram of Oriented Gradients (HOG) atau Convolutional Neural Networks (CNN),Pembersihan dan Preprocessing Data,20
